SEARCH|MFR|MFR_NAME|PAGE|PN|Description|Price
*|30|FEBCO LEAD FREE|1|781075LL|FEBCO LF 1/4" TEST COCK|8.90
*|30|FEBCO LEAD FREE|1|781244LL|FEBCO LF 1/2"TPD BALL VALVE|16.90
*|30|FEBCO LEAD FREE|1|905376|FEBCO LF850-6 2 1/2-3"CK CVR|163.00
*|30|FEBCO LEAD FREE|1|905377|FEBCO LF850-6 4" CK COVER|185.00
*|30|FEBCO LEAD FREE|2|905378|FEBCO LF850-6 6" CK COVER|214.00
*|30|FEBCO LEAD FREE|2|905417|FEBCO LF825Y 3/4-1" RV SEAT KT|41.90
*|30|FEBCO LEAD FREE|2|905418|FEBCO LF825Y 1 1/2-2"RV SEATKT|58.20
*|30|FEBCO LEAD FREE|2|905419|FBCO LF825Y 3/4-1 1/4"CK SEAT|40.60
*|30|FEBCO LEAD FREE|2|905420|FBCO LF825Y 1 1/2-2"CK SEAT KT|56.00
*|30|FEBCO LEAD FREE|2|905421|FEBCO LF860 1/2-1"RV STEM ASSY|326.00
*|30|FEBCO LEAD FREE|2|905422|FEBCO LF860 1 1/4-2"RV STEMASY|413.00
*|30|FEBCO LEAD FREE|2|905466|FBCO LF850-6-7-8 2 1/2-3"DSHLD|116.00
*|30|FEBCO LEAD FREE|2|905467|FBCO LF850-6-7-8 4"DISC HLDR|122.00
*|30|FEBCO LEAD FREE|2|905468|FBCO LF850-6-7-8 6"DISC HLDR|160.00
*|30|FEBCO LEAD FREE|2|905469|FBCO LF850-6-7-8 8-10"DSC HLDR|297.00
*|30|FEBCO LEAD FREE|2|905470|FBCO LF850-6-7-8 2 1/2-3"SPGMD|50.00
*|30|FEBCO LEAD FREE|2|905471|FBCO LF850-6-7-8 4"SPG MODULE|64.30
*|30|FEBCO LEAD FREE|2|905472|FBCO LF850-6-7-8 6"SPG MODULE|105.00
*|30|FEBCO LEAD FREE|2|905473|FBCO LF850-6-7-8 8-10"SPG MODL|116.00
*|30|FEBCO LEAD FREE|2|905474|FBCO LF856-6-7-8 2 1/2-3"#2SPG|73.20
*|30|FEBCO LEAD FREE|2|905475|FBCO LF856-6-7-8 4"#2 SPG MOD|84.20
*|30|FEBCO LEAD FREE|2|905476|FBCO LF856-6-7-8 6"#2 SPG MOD|126.00
*|30|FEBCO LEAD FREE|2|905477|FBCO LF856-6-7-8 8-10"#2SPGMOD|123.00
*|30|FEBCO LEAD FREE|2|905478|FBCO LF850-6-7-8 2 1/2-3"CKASY|418.00
*|30|FEBCO LEAD FREE|3|905479|FEBCO LF850-6-7-8 4"CK ASSY|527.00
*|30|FEBCO LEAD FREE|3|905480|FEBCO LF850-6-7-8 6"CK ASSY|766.00
*|30|FEBCO LEAD FREE|3|905481|FEBCO LF850-6-7-8 8-10"CK ASSY|1120.00
*|30|FEBCO LEAD FREE|3|905482|FBCO LF856-6-7-8 2 1/2-3"CKASY|458.00
*|30|FEBCO LEAD FREE|3|905483|FEBCO LF856-6-7-8 4"CK ASSY|553.00
*|30|FEBCO LEAD FREE|3|905484|FEBCO LF856-6-7-8 6"CK ASSY|803.00
*|30|FEBCO LEAD FREE|3|905485|FEBCO LF856-6-7-8 8-10"CK ASSY|1200.00
*|30|FEBCO LEAD FREE|3|905486|FBCO LF850-6-7-8 2 1/2-3"SEAT|209.00
*|30|FEBCO LEAD FREE|3|905487|FEBCO LF850-6-7-8 4"SEAT ASSY|217.00
*|30|FEBCO LEAD FREE|3|905488|FEBCO LF850-6-7-8 6"SEAT ASSY|310.00
*|30|FEBCO LEAD FREE|3|905489|FEBCO LF850-6-7-8 8-10"SEATASY|308.00
*|30|FEBCO LEAD FREE|3|905490|FBCO LF850-6-7-8 2 1/2-3"CKRBR|66.50
*|30|FEBCO LEAD FREE|3|905491|FBCO LF850-6-7-8 4"CK RBR KIT|72.40
*|30|FEBCO LEAD FREE|3|905492|FBCO LF850-6-7-8 6"CK RBR KIT|83.40
*|30|FEBCO LEAD FREE|3|905493|FBCO LF850-6-7-8 8-10"CK RBRKT|138.00
*|30|FEBCO LEAD FREE|3|905499|FEBCO LF880 10"#2CK ASSY|1760.00
*|30|FEBCO LEAD FREE|3|905507|FEBCO LF860-8 2 1/2-3"#1 SPG|111.00
*|30|FEBCO LEAD FREE|3|905508|FEBCO LF860-8 4"#1 SPG MOD|122.00
*|30|FEBCO LEAD FREE|3|905509|FEBCO LF860-8 6" #1 SPG MOD|149.00
*|30|FEBCO LEAD FREE|3|905510|FEBCO LF860-8 8-10"#1 SPG MOD|166.00
*|30|FEBCO LEAD FREE|4|905511|FBCO LF860-8 2 1/2-3"#1CK ASSY|421.00
*|30|FEBCO LEAD FREE|4|905512|FEBCO LF860-8 4"#1 CK ASSY|531.00
*|30|FEBCO LEAD FREE|4|905514|FEBCO LF860-8 6"#1 CK ASSY|880.00
*|30|FEBCO LEAD FREE|4|905515|FEBCO LF860-8 8-10"#1CK ASSY|1310.00
*|30|FEBCO LEAD FREE|4|905535|FBCO LF860-8 2 1/2-3"RBR RPRKT|160.00
*|30|FEBCO LEAD FREE|4|905566|FEBCO LF860-8 4"RBR RPR KIT|166.00
*|30|FEBCO LEAD FREE|4|905579|FEBCO LF860-8 6"RBR RPR KIT|177.00
*|30|FEBCO LEAD FREE|4|905580|FEBCO LF860-8 8-10"RBR RPR KIT|232.00
*|30|FEBCO LEAD FREE|4|905589|FEBCO LF880 10"#1 CK ASSY|1940.00
*|30|FEBCO LEAD FREE|4|905602|FEBCO LF860-8 2 1/2-10"RVRBRKT|94.30
*|30|FEBCO LEAD FREE|4|905603|FBCO LF860-8 2 1/2-10"RV REPAR|183.00
*|30|FEBCO LEAD FREE|4|905606|FEBCO LF860 2 1/2-10"RV ASSY|577.00
*|30|FEBCO LEAD FREE|4|905607|FEBCO LF880 2 1/2-10"RV ASSY|660.00
*|30|FEBCO LEAD FREE|4|905608|FBCO LF876 2 1/2-3"#2CKSPG MOD|71.30
*|30|FEBCO LEAD FREE|4|905609|FEBCO LF876 4"#2CK SPG MODULE|82.30
*|30|FEBCO LEAD FREE|4|905610|FEBCO LF876 6"#2CK SPG MODULE|123.00
*|30|FEBCO LEAD FREE|4|905611|FEBCO LF876 8"#2CK SPG MODULE|120.00
*|30|FEBCO LEAD FREE|4|905612|FBCO LF876 2 1/2-3"#2CK ASSY|446.00
*|30|FEBCO LEAD FREE|4|905613|FEBCO LF876 4"#2CK ASSY|539.00
*|30|FEBCO LEAD FREE|4|905614|FEBCO LF876  6"#2CK ASSY|783.00
*|30|FEBCO LEAD FREE|5|905615|FEBCO LF876 8"#2CK ASSY|1170.00
*|30|FEBCO LEAD FREE|5|905616|FEBCO LF825Y 3/4-1" CHECK CAP|33.00
*|30|FEBCO LEAD FREE|5|905617|FEBCO LF825Y 1 1/2-2"CK CAP|73.20
*|30|FEBCO LEAD FREE|5|905618|FEBCO LF850/860 1/2-3/4"CK CVR|22.80
*|30|FEBCO LEAD FREE|5|905619|FEBCO LF850/860 1"CK COVER|27.60
*|30|FEBCO LEAD FREE|5|905620|FEBCO LF850/860 1 1/4-2"CK CVR|52.40
*|30|FEBCO LEAD FREE|5|905621|FEBCO LF825Y 3/4-1"RV COVER|94.30
*|30|FEBCO LEAD FREE|5|905622|FEBCO LF825Y 1 1/2-2"RV COVER|107.00
*|30|FEBCO LEAD FREE|5|905631|FEB LF DET ASSY BP HOSE 2.5-4"|19.70
*|30|FEBCO LEAD FREE|5|905632|FEB LF DET ASSY BP HOSE 6-10"|28.90
*|30|FEBCO LEAD FREE|5|905633|FEBCO 619 3/4"BYPASS RBR RPRKT|52.30
*|30|FEBCO LEAD FREE|5|905634|FEBCO 619 3/4"BYPASS CHECKASSY|150.00
*|30|FEBCO LEAD FREE|5|905642|FB LF860/80 2.5-10"RVSEAT W/OR|43.40
*|31|A R I LEAD FREE|1|0265-5400|A R I DC500 1 1/4-2"CVR O'RING|6.00
*|31|A R I LEAD FREE|1|0265-540002-NSF|A R I DC500 1/2-1"COVER O'RING|8.40
*|31|A R I LEAD FREE|1|0266-3101|A R I DC/RP 1/2-1"CK RETAINER|10.80
*|31|A R I LEAD FREE|1|0266-3102AN|A R I DC500 1 1/4-2"RETAINER|10.80
*|31|A R I LEAD FREE|1|0266-5101|A R I RP500 1/2-1"AIR GAPDRAIN|23.40
*|31|A R I LEAD FREE|1|0266-5102AN|A R I RP500 1 1/4-2"AIR GAPDRN|23.40
*|31|A R I LEAD FREE|1|0266-7696|A R I RP500 1/2-1"RV SPRING|19.80
*|31|A R I LEAD FREE|1|0266-769602S2|A R I RP500 1 1/4-2"RV SPRING|19.80
*|31|A R I LEAD FREE|1|0465-0276-IN|A R I DC500 1/2-1"#1 CK ASSY|36.00
*|31|A R I LEAD FREE|1|0465-027602-IN|A R I DC500 1 1/4-2"#1CK ASSY|54.00
*|31|A R I LEAD FREE|1|0465-0501-KIT|A R I DC500 1/2-1"CK COVER|54.00
*|31|A R I LEAD FREE|1|0465-0502-KIT|A R I DC500 1 1/4-2"COVER ASSY|68.40
*|31|A R I LEAD FREE|1|0465-565499-01K|A R I DC500 1/2-1"RBR RPR KIT|21.00
*|31|A R I LEAD FREE|1|0465-565499-02K|A R I DC500 1 1/4-2"RBR RPRKIT|34.20
*|31|A R I LEAD FREE|1|0465-9605-01DCK|A R I DC 1/2-1"COMPLETE RPRKIT|91.20
*|31|A R I LEAD FREE|1|0465-9605-02DCK|A R I DC 1 1/4-2"COMPLT RPRKIT|119.00
*|31|A R I LEAD FREE|1|0466-0276-IN|A R I RP500 1/2-1"#1 CK ASSY|36.00
*|31|A R I LEAD FREE|1|0466-0276-OUT|A R I DC/RP 1/2-1"#2 CK ASSY|36.00
*|31|A R I LEAD FREE|1|0466-027602-INU|A R I RP500 1 1/4-2"#1CK ASSY|54.00
*|31|A R I LEAD FREE|1|0466-027602-OUT|A R I DC/RP 1 1/4-2"#2CK ASSY|54.00
*|31|A R I LEAD FREE|2|0466-0501-KIT|A R I RP500 1/2-1"COVER ASSY|51.00
*|31|A R I LEAD FREE|2|0466-0502-KIT|A R I RP500 1 1/4-2"COVER ASSY|62.40
*|31|A R I LEAD FREE|2|0466-4801NT-KIT|A R I DC/RP 1"END ADAPT ASSY|23.40
*|31|A R I LEAD FREE|2|0466-4802NT-KIT|A R I DC/RP 2"END ADAPT ASSY|23.40
*|31|A R I LEAD FREE|2|0466-48112NT-KI|A R I DC/RP 1 1/2"END ADAPT|23.40
*|31|A R I LEAD FREE|2|0466-48114NT-KI|A R I DC/RP 1 1/4"END ADAPT|23.40
*|31|A R I LEAD FREE|2|0466-4834NT-KIT|A R I DC/RP 3/4"END ADAPT ASSY|23.40
*|31|A R I LEAD FREE|2|0466-4850NT-KIT|A R I DC/RP 1/2"END ADAPT ASSY|23.40
*|31|A R I LEAD FREE|2|0466-565499-01K|A R I RP500 1/2-1"RBR RPR KIT|27.00
*|31|A R I LEAD FREE|2|0466-565499-02K|A R I RP500 1 1/4-2"RBR RPRKIT|40.80
*|31|A R I LEAD FREE|2|0466-569-105RK|A R I RP 1 1/4-2"RV RBR RPRKIT|24.00
*|31|A R I LEAD FREE|2|0466-5699-01KIT|A R I RP 1/2-1"RV RBR RPR KIT|18.00
*|31|A R I LEAD FREE|2|0466-9601-NSF|A R I RP 1/2-1"RV STEM W/SPG|74.40
*|31|A R I LEAD FREE|2|0466-9602-USA|A R I RP 1 1/4-2"RV STEM W/SPG|86.40
*|31|A R I LEAD FREE|2|0466-9605-01RPK|A R I RP 1/2-1"COMPLETE RPRKIT|132.00
*|31|A R I LEAD FREE|2|0466-9605-02RPK|A R I RP 1 1/4-2"COMPLT RPRKIT|157.00
*|31|A R I LEAD FREE|2|0466-99-KIT|A R I DC/RP 1/2-1"END CLAMP|25.20
*|31|A R I LEAD FREE|2|0466-9902-KIT|A R I DC/RP 1 1/4-2"END CLAMP|25.20
*|32|WKNS LEAD FREE|1|3509ST-3|WKNS 350AST/375AST 2.5-3"COVER|184.00
*|32|WKNS LEAD FREE|1|3509ST-3AXL010F|WKNS 350AST 2 1/2-6"BTM CVRPLT|41.70
*|32|WKNS LEAD FREE|1|3510ST-3|WKNS 350AST/375AST 6" COVER|461.00
*|32|WKNS LEAD FREE|1|3511-3AXL-010F|WKNS 350AST 8-10"BTM CVR PLATE|76.90
*|32|WKNS LEAD FREE|1|3707-3XL-010F|WKNS LF 375XL 2 1/2-6"RV COVER|224.00
*|32|WKNS LEAD FREE|1|3707-CUXL|WKNS LF 375XL 2 1/2-6"RV ASSY|505.00
*|32|WKNS LEAD FREE|1|3711-3XL-010F|WKNS 375 8-12"LF RV COVER|379.00
*|32|WKNS LEAD FREE|1|3711-CUXL|WKNS LEADFREE 375XL 8-10"RVASY|870.00
*|32|WKNS LEAD FREE|1|4507-3AXL-010F|WKNS LEAD FREE 450 COVER PLATE|52.90
*|32|WKNS LEAD FREE|1|4707-52XL-010F|WKNS 475 4-6"RV ELBOW|129.00
*|32|WKNS LEAD FREE|1|4711-52XL-010F|WKNS 475 8-10"RV ELBOW|171.00
*|32|WKNS LEAD FREE|1|558-3AXL-010F|WLKNS 350 2 1/2-6" BTM CVR PLT|60.80
*|32|WKNS LEAD FREE|1|850TXL050|WKNS LEAD FREE 1/2"TPD BAL VLV|35.60
*|32|WKNS LEAD FREE|1|850TXL075|WKNS LEAD FREE 3/4"TPD BL VLV|40.00
*|32|WKNS LEAD FREE|1|850TXL100|WKNS LEAD FREE 1"TPD BALL VLV|62.90
*|32|WKNS LEAD FREE|1|850TXL125|WKNS LEAD FREE 1 1/4"TPD BLVLV|88.40
*|32|WKNS LEAD FREE|1|850TXL150|WKNS LEAD FREE 1 1/2" BALL VLV|122.00
*|32|WKNS LEAD FREE|1|850TXL200|WKNS LEAD FREE 2"TPD BALL VALV|205.00
*|32|WKNS LEAD FREE|1|850UTXL075|WKNS LEAD FREE 3/4"TPD UN B V|70.80
*|32|WKNS LEAD FREE|1|850UTXL100|WKNS LEAD FREE 1"TPD UNION B V|98.20
*|32|WKNS LEAD FREE|2|850UTXL125|WKNS LEAD FREE 1 1/4"TPD UN BV|156.00
*|32|WKNS LEAD FREE|2|850UTXL150|WKNS LEAD FREE 1 1/2"TPD UN BV|229.00
*|32|WKNS LEAD FREE|2|850UTXL200|WKNS LEAD FREE 2"TPD UNION B V|320.00
*|32|WKNS LEAD FREE|2|850UXL075|WKNS LEAD FREE 3/4"UNION B VLV|64.10
*|32|WKNS LEAD FREE|2|850UXL100|WKNS LEAD FREE 1"UNION BALLVLV|94.90
*|32|WKNS LEAD FREE|2|850UXL125|WKNS LEAD FREE 1 1/4"UNION B V|157.00
*|32|WKNS LEAD FREE|2|850UXL150|WKNS LEAD FREE 1 1/2"UNION B V|225.00
*|32|WKNS LEAD FREE|2|850UXL200|WKNS LEAD FREE 2"UNION BALLVLV|312.00
*|32|WKNS LEAD FREE|2|850XL050|WKNS LEAD FREE 1/2" BALL VALVE|27.50
*|32|WKNS LEAD FREE|2|850XL075|WKNS LEAD FREE 3/4" BALL VALVE|36.50
*|32|WKNS LEAD FREE|2|850XL125|WKNS LEAD FREE 1 1/4"BALL VLV|84.60
*|32|WKNS LEAD FREE|2|850XL150|WKNS LEAD FREE 1 1/2"BALL VLV|117.00
*|32|WKNS LEAD FREE|2|850xl100|WKNS LEAD FREE 1" BALL VALVE|57.60
*|32|WKNS LEAD FREE|2|850xl200|WKNS LEAD FREE 2" BALL VALVE|177.00
*|32|WKNS LEAD FREE|2|952-3XL2-010F|WKNS LF950/975XL2 3/4-1"CK CAP|50.00
*|32|WKNS LEAD FREE|2|954-3XL2-010F|WKNS LF 950/975XL2 1 1/4-2"CAP|115.00
*|32|WKNS LEAD FREE|2|971-3AXL2-010F|WKNS LF 975XL2 1/4-1/2"RV CVR|55.40
*|32|WKNS LEAD FREE|2|971-3XL2-010F|WKNS LF 975XL2 1/4-1/2"CK CVR|40.70
*|32|WKNS LEAD FREE|2|972-3AXL2-010F|WKNS LF 975XL2 3/4-1"RV COVER|67.60
*|32|WKNS LEAD FREE|2|974-3AXL2-010F|WKNS LF 975XL2 1 1/4-2"RV CVR|93.60
*|32|WKNS LEAD FREE|3|BHF1BXL-100|WKNS LF 350/375 1/2"BLKHD FTG|96.50
*|32|WKNS LEAD FREE|3|BHF2BXL-100|WKNS LF 350/375 3/4"BLKHD FTG|114.00
*|32|WKNS LEAD FREE|3|BHF2CXL-100|WKNS LF 350/375 3/4"BLKHD FTG|114.00
*|32|WKNS LEAD FREE|3|RK1-375XLBV1|WKNS 375XL 1"#1 INTEGRAL BV|68.60
*|32|WKNS LEAD FREE|3|RK1-375XLBV2|WKNS 375XL 1" #2 INTEGRAL BV|77.40
*|32|WKNS LEAD FREE|3|RK112-375XLBV1|WKNS 375XL 1 1/2"#1 INTGRL BV|140.00
*|32|WKNS LEAD FREE|3|RK112-375XLBV2|WKNS 375XL 1 1/2"#2 INTGRL BV|140.00
*|32|WKNS LEAD FREE|3|RK114-375XLBV1|WKNS 375XL 1 1/4"#1 INTGRL BV|126.00
*|32|WKNS LEAD FREE|3|RK114-375XLBV2|WKNS 375XL 1 1/4"#2 INTGRL BV|166.00
*|32|WKNS LEAD FREE|3|RK114-CKCOVER|WKNS 950/975XL2 1.25-2"CK CAP2|89.20
*|32|WKNS LEAD FREE|3|RK114-RVCOVER|WKNS 975XL2 1.25-2"RV COVERKIT|142.00
*|32|WKNS LEAD FREE|3|RK12-375XLBV1|WKNS 375XL 1/2"#1 INTEGRAL BV|39.20
*|32|WKNS LEAD FREE|3|RK12-375XLBV2|WKNS 375XL 1/2"#2 INTEGRAL BV|39.20
*|32|WKNS LEAD FREE|3|RK12-RVCOVER|WKNS 975XL2 1/4-1/2"RV CVR KIT|45.60
*|32|WKNS LEAD FREE|3|RK2-375XLBV1|WKNS 375XL 2"#1 INTEGRAL BV|312.00
*|32|WKNS LEAD FREE|3|RK2-375XLBV2|WKNS 375XL 2"#2 INTEGRAL BV|208.00
*|32|WKNS LEAD FREE|3|RK212-350CVRPLT|WKNS 350 2 1/2-6"COVER PLATEKT|46.60
*|32|WKNS LEAD FREE|3|RK212-375ASTHOS|WKNS 375AST 2 1/2-6"RV HOSEKIT|26.50
*|32|WKNS LEAD FREE|3|RK212-450CVRPLT|WKNS 450 4-6"COVER PLATE KIT|40.20
*|32|WKNS LEAD FREE|4|RK212-475RVASSY|WKNS 475 2 1/2-6"RV ASSY W/ELL|794.00
*|32|WKNS LEAD FREE|4|RK212-RV375HOSE|WKNS 375 2 1/2-3"RV HOSE KIT|65.70
*|32|WKNS LEAD FREE|4|RK212-RVASSY|WKNS 375 2 1/2-6"RV ASSY|367.00
*|32|WKNS LEAD FREE|4|RK34-375XLBV1|WKNS 375XL 3/4"#1 INTEGRAL BV|48.50
*|32|WKNS LEAD FREE|4|RK34-375XLBV2|WKNS 375XL 3/4"#2 INTEGRAL BV|54.40
*|32|WKNS LEAD FREE|4|RK34-CKCOVER|WKNS 950/975XL2 3/4-1"CK CAP 2|75.00
*|32|WKNS LEAD FREE|4|RK34-RVCOVER|WKNS 975XL2 3/4-1"RV COVER KIT|107.00
*|32|WKNS LEAD FREE|4|RK38-RVCOVER|WKNS 975XL2 1/4-1/2"RV CVR KIT|45.60
*|32|WKNS LEAD FREE|4|RK4-350ASTCVRPL|WKNS 350AST 2 1/2-6"CVR PLT KT|34.80
*|32|WKNS LEAD FREE|4|RK4-475STRRVELL|WKNS 475STR 4" RV ELBOW KIT|178.00
*|32|WKNS LEAD FREE|4|RK4-475STRVELL|WKNS 475ST 4"RV ELBOW KIT|81.30
*|32|WKNS LEAD FREE|4|RK4-RVHOSE|WILKINS 375 4" RV HOSE|26.50
*|32|WKNS LEAD FREE|4|RK500XL050|WKNS LEAD FREE 500XL 1/2"RPRKT|24.50
*|32|WKNS LEAD FREE|4|RK500XL075|WKNS LEAD FREE 500XL 3/4"RPRKT|24.50
*|32|WKNS LEAD FREE|4|RK500XL100|WKNS LEAD FREE 500XL 1"RPR KIT|27.90
*|32|WKNS LEAD FREE|4|RK500XL125|WKNS LF 500XL 1 1/4" RPR KIT|37.70
*|32|WKNS LEAD FREE|4|RK500XL150|WKNS LEAD FREE 500XL 1 1/2"RPR|78.40
*|32|WKNS LEAD FREE|4|RK500XL200|WKNS LEAD FREE 500XL 2"RPR KIT|95.10
*|32|WKNS LEAD FREE|4|RK500XL250|WKNS LEAD FREE 500XL 2 1/2"RPR|191.00
*|32|WKNS LEAD FREE|4|RK500XL300|WKNS LEAD FREE 500XL 3"RPR KIT|383.00
*|32|WKNS LEAD FREE|5|RK6-475STRRVELL|WKNS 475STR 6"RV ELBOW KIT|178.00
*|32|WKNS LEAD FREE|5|RK6-475STRVELL|WKNS 475ST 6"RV ELBOW KIT|81.30
*|32|WKNS LEAD FREE|5|RK6-RV375HOSE|WILKINS 375 6" RV HOSE KIT|136.00
*|32|WKNS LEAD FREE|5|RK6-RVHOSE|WILKINS 375 6"RV HOSE|36.30
*|32|WKNS LEAD FREE|5|RK600XL050|WKNS LEAD FREE 600XL 1/2"RPRKT|26.50
*|32|WKNS LEAD FREE|5|RK600XL075|WKNS LEAD FREE 600XL 3/4"RPRKT|26.50
*|32|WKNS LEAD FREE|5|RK600XL100|WKNS LEAD FREE 600XL 1"RPR KIT|29.40
*|32|WKNS LEAD FREE|5|RK600XL125|WKNS LEAD FREE 600XL 1 1/4"RPR|38.70
*|32|WKNS LEAD FREE|5|RK600XL150|WKNS LEAD FREE 600XL 1 1/2"RPR|79.90
*|32|WKNS LEAD FREE|5|RK600XL200|WKNS LEAD FREE 600XL 2"RPR KIT|97.50
*|32|WKNS LEAD FREE|5|RK8-350CVRPLT|WKNS 350 8-10"COVER PLATE KIT|58.80
*|32|WKNS LEAD FREE|5|RK8-475RVASSY|WKNS 4758-10"RV ASSY W/ELBOW|1310.00
*|32|WKNS LEAD FREE|5|RK8-475STRRVELL|WKNS 475STR 8-10"RV ELBOW KIT|558.00
*|32|WKNS LEAD FREE|5|RK8-475STRVELL|WKNS 475 8-10"RV ELBOW KIT|122.00
*|32|WKNS LEAD FREE|5|RK8-RVASSY|WILKINS 375 8-10"RV ASSY|634.00
*|32|WKNS LEAD FREE|5|RK8-RVHOSE|WILKINS 375 8-10"RV HOSE|34.80
*|32|WKNS LEAD FREE|5|TC860XL012|WILKINS LF 1/8" TEST COCK|23.50
*|32|WKNS LEAD FREE|5|TC860XL025|WILKINS LF 1/4" TEST COCK|22.50
*|32|WKNS LEAD FREE|5|TC860XLFT012|WILKINS LF 1/8" SAE TEST COCK|23.50
*|32|WKNS LEAD FREE|5|TC860XLFT025|WILKINS LF 1/4" SAE TEST COCK|23.50
*|32|WKNS LEAD FREE|3|bhf1cxl-100|WKNS LF 350/375 1/2"BLKHD FTG|100.00
*|33|WATTS LEAD FREE|1|909GA1-LL|WATTS LF909 2 1/2-3"RV BODY|3640.00
*|33|WATTS LEAD FREE|1|909H3-LL|WATTS LF909 2 1/2-3"RV COVER|762.00
*|33|WATTS LEAD FREE|1|909J47-LL|WATTS LF909 4-6"RV STEM|242.00
*|33|WATTS LEAD FREE|1|99HA69-LL|WTS 009 2 1/2-3"CVR FLOW TUBE|288.00
*|33|WATTS LEAD FREE|1|99HB27SS|WATTS LF009 2 1/2-3" RV STEM|254.00
*|33|WATTS LEAD FREE|1|99HB47SS|WATTS LF009 2 1/2-3"RV UPR GDE|148.00
*|33|WATTS LEAD FREE|1|LF007-CK1250|WATTS LF007 2 1/2-3"#1CK ASSY|470.00
*|33|WATTS LEAD FREE|1|LF007-CK2250|WATTS LF007 2 1/2-3"#2CK ASSY|447.00
*|33|WATTS LEAD FREE|1|LF007DA-CK1250|WTS LF007DCDA 2 1/2-3"#1CKASSY|488.00
*|33|WATTS LEAD FREE|1|LF007DA-CK2250|WTS LF007DCDA 2 1/2-3"#2CKASSY|447.00
*|33|WATTS LEAD FREE|1|LF007M1-C075|WATTS LF007M1 3/4-1"COVER KIT|83.10
*|33|WATTS LEAD FREE|1|LF007M3-C075|WATTS LF007M2/M3 3/4"COVER KIT|57.40
*|33|WATTS LEAD FREE|1|LF009-C050|WATTS LF009 1/4-1/2"COVER KIT|49.70
*|33|WATTS LEAD FREE|1|LF009-CK1250|WATTS LF009 2 1/2-3"#1CK ASSY|431.00
*|33|WATTS LEAD FREE|1|LF009-CK2250|WATTS LF009 2 1/2-3"#2CK ASSY|418.00
*|33|WATTS LEAD FREE|1|LF009-RT250|WATTS LF009 2 1/2-3"RBR RPR KT|163.00
*|33|WATTS LEAD FREE|1|LF009-RV250|WATTS LF009 2 1/2-3"RV RBR KIT|106.00
*|33|WATTS LEAD FREE|1|LF009-T250|WATTS LF009 2 1/2-3"TOTL RPRKT|1080.00
*|33|WATTS LEAD FREE|1|LF009-VT250|WATTS LF009 2 1/2-3"RV TOTALKT|586.00
*|33|WATTS LEAD FREE|1|LF009M2-C100|WATTS LF009M2 1"COVER KIT|87.60
*|33|WATTS LEAD FREE|2|LF009M2-C125|WATTS LF009M2 1 1/4-1 1/2"CVR|112.00
*|33|WATTS LEAD FREE|2|LF009M2-C200|WATTS LF009M2 2"COVER KIT|126.00
*|33|WATTS LEAD FREE|2|LF009M3-C075|WATTS LF009M2/M3 3/4"COVER KIT|55.20
*|33|WATTS LEAD FREE|2|LF709-CK4001|WATTS LF709 10"SGL CK ASSY|2610.00
*|33|WATTS LEAD FREE|2|LF709-CK4150|WATTS LF709 1 1/2-2"SGLCK ASSY|181.00
*|33|WATTS LEAD FREE|2|LF709-CK4250|WATTS LF709 2 1/2-3"SGLCK ASY|377.00
*|33|WATTS LEAD FREE|2|LF709-CK4400|WATTS LF709 4"SGL CK ASSY|615.00
*|33|WATTS LEAD FREE|2|LF709-CK4600|WATTS LF709 6"SGL CK ASSY|1060.00
*|33|WATTS LEAD FREE|2|LF709-CK4800|WATTS LF709 8"SGL CK ASSY|1940.00
*|33|WATTS LEAD FREE|2|LF709-RT150|WATTS LF709 1 1/2-2"RBR RPRKIT|64.10
*|33|WATTS LEAD FREE|2|LF709-S001|WATTS LF709 10"CHECK SEAT|1060.00
*|33|WATTS LEAD FREE|2|LF709-S250|WATTS LF709 2 1/2-3"CHECK SEAT|154.00
*|33|WATTS LEAD FREE|2|LF709-S400|WATTS LF709 4"CHECK SEAT|224.00
*|33|WATTS LEAD FREE|2|LF709-S600|WATTS LF709 6"CHECK SEAT|383.00
*|33|WATTS LEAD FREE|2|LF709-S800|WATTS LF709 8"CHECK SEAT|912.00
*|33|WATTS LEAD FREE|2|LF709DA-CK1001|WATTS LF709DCDA 10"#1CK ASSY|3250.00
*|33|WATTS LEAD FREE|2|LF709DA-CK1300|WATTS LF709DCDA 3"#1CK ASSY|482.00
*|33|WATTS LEAD FREE|2|LF709DA-CK1400|WATTS LF709DCDA 4"#1CK ASSY|671.00
*|33|WATTS LEAD FREE|2|LF709DA-CK1600|WATTS LF709DCDA 6"#1CK ASSY|1210.00
*|33|WATTS LEAD FREE|2|LF709DA-CK1800|WATTS LF709DCDA 8"#1CK ASSY|2190.00
*|33|WATTS LEAD FREE|3|LF719-C050|WATTS LF719 1/2"COVER KIT|51.20
*|33|WATTS LEAD FREE|3|LF719-C075|WATTS LF719 3/4"COVER KIT|83.10
*|33|WATTS LEAD FREE|3|LF719-C100|WATTS LF719 1"COVER KIT|86.60
*|33|WATTS LEAD FREE|3|LF719-C125|WATTS LF719 1 1/4-1 1/2"CVRKIT|114.00
*|33|WATTS LEAD FREE|3|LF719-C200|WATTS LF719 2" COVER KIT|134.00
*|33|WATTS LEAD FREE|3|LF719R10-C050|WATTS LF719R10 1/2-3/4"CVR KIT|67.30
*|33|WATTS LEAD FREE|3|LF909-C1075|WATTS LF909 3/4-1"#1CK CVR KIT|69.40
