PN,Price,MFR_NAME,Description
MAK5478,24.486,Steve Manufacturing,MAKO MK3 UPR MNFLD BLK W/FTGS
MAK2864,15.7644,Steve Manufacturing,MAKO MK5 FRONT CASE
MAK3252,61.5384,Steve Manufacturing,MAKO MK5 LWR MNFLD BLK W/FTGS
MAK2747,189.42,Steve Manufacturing,MAKO MK5 MANIFOLD W/VLV&SENSOR
MAK7501,52.3908,Steve Manufacturing,MAKO MK5 UPR MNFLD BLK W/FTGS
MAK6612,40.1666,Steve Manufacturing,MAKO BACK BUTTON W/PCB CONN
MAK2889,2.5676,Steve Manufacturing,MAKO BLEED PORT W/BARBED FTG
MAK2447,0.7968,Steve Manufacturing,MAKO BATTERY COMPARTMENT GSKT
MAK9862,24.8542,Steve Manufacturing,MAKO CAPTURE BUTTON W/PCB CONN
MAK4975,59.22,Steve Manufacturing,MAKO DISPLAY W/PCB CONNECTOR
MAK6994,1.0556,Steve Manufacturing,"MAKO 1/4""SAE FLARE ADAPT FTG"
MAK1814,0.238,Steve Manufacturing,MAKO CASE SCREWS W/ORINGS SET
MAK0187,0.5985,Steve Manufacturing,MAKO WHOLE CASE GASKET
MAK9056,0.7,Steve Manufacturing,MAKO TEST HOSE GASKETS (6)
MAK4553,9.3405,Steve Manufacturing,MAKO POWER BUTTON W/PCB CONN
MAK8702,79.968,Steve Manufacturing,MAKO PCB W/WIRELESS MODULE
MAK3279,0.2771,Steve Manufacturing,MAKO REAR BATTERY COVER
MAK0705,81.864,Steve Manufacturing,MAKO SENSOR BLOCK W/FITTINGS
MAK7514,21.4638,Steve Manufacturing,MAKO SOFT CARRYING CASE
MAK0522,8.988,Steve Manufacturing,MAKO NDLE VALVE STEM ASSY-LGR
MAK6665,11.634,Steve Manufacturing,MAKO REAR CASE W/VENT
BAR6723,4.3568,Steve Manufacturing,BARTON 226 HOUSING O'RING
BAR9526,11.6928,Steve Manufacturing,BARTON 226/246 LEXAN LENS
BAR1904,1.204,Steve Manufacturing,BARTON 226/246 SCREW 4-40X1/4
BAR2087,2.296,Steve Manufacturing,BARTON 226/246 SCREW 4-40X3/16
BAR4425,3.8052,Steve Manufacturing,BARTON 246 LENS O'RING
BAR2182,0.7168,Steve Manufacturing,BARTON 247 SCREW
BAR8368,0.4228,Steve Manufacturing,BARTON 247 BINDING SCREW
BAR0542,92.208,Steve Manufacturing,BARTON 247 MOVEMENT ASSY
BAR2515,28.09,Steve Manufacturing,BARTON 226/246 POINTER
BAR7639,10.773,Steve Manufacturing,BARTON 226/246 LOCKING RING
BAR0221,9.8,Steve Manufacturing,BARTON 226/246 GASKET RING
BAR4069,3.0674,Steve Manufacturing,BARTON 247 BEZEL SCREW
BAR6065,14.5873,Steve Manufacturing,BARTON 247 LENS
BAR9305,0.3024,Steve Manufacturing,BARTON HOUSING SCREW
BAR5552,283.5,Steve Manufacturing,BARTON 226/246 MOVEMENT
BAR8408,61.256,Steve Manufacturing,BARTON 246 FOLLOWER ARM MVMT
BAR6493,1.9698,Steve Manufacturing,BARTON SNUBBERS
BAR1384,88.265,Steve Manufacturing,BARTON 226 SCALE FACE 0-15
BAR0516,0.266,Steve Manufacturing,BARTON 226/246 LENS GSKT-CORK
BAR4243,5.115,Steve Manufacturing,BARTON 246 CASE
BAR4953,113.285,Steve Manufacturing,BARTON 227 SCALE FACE 0-15
BAR8091,47.736,Steve Manufacturing,BARTON 247 CASE
BAR8872,1.1718,Steve Manufacturing,BARTON 226/246 SCREW
BAR5609,72.52,Steve Manufacturing,BARTON 247 BEZEL ASSY
BAR2068,4.2826,Steve Manufacturing,BARTON 247 GASKET
BAR3279,21.414,Steve Manufacturing,BARTON 247 BEZEL
BAR2281,3.542,Steve Manufacturing,BARTON 247 STOP BRACKET
BAR1909,20.748,Steve Manufacturing,BARTON 247 WHITE POINTER
BAR6541,41.1264,Steve Manufacturing,BARTON 247 BLACK POINTER
BAR7472,3.6078,Steve Manufacturing,BARTON 226/227 SPLIT LOCK WSHR
BTN8139,12.992,Steve Manufacturing,"BTN 246/7 MAN TUBING SET @1.6"""
BAR9129,227.136,Steve Manufacturing,BARTON 246/247 BYPASS MANIFOLD
BAR0648,55.131,Steve Manufacturing,BARTON CARRYING CASE W/INSERT
BARE-05,41.517,Steve Manufacturing,BARTON 246/247 NV STEM KNOB
BAR9803,7.2708,Steve Manufacturing,"BARTON 1/8"" BR NIPPLE HEX"
BAR0739,11.1327,Steve Manufacturing,"BARTON 1/4"" BR NIPPLE HEX"
TES7748,3.485,Steve Manufacturing,TEST KIT CALIBRATION CHECK
TES3754,77.095,Steve Manufacturing,TEST KIT CALIBRATION CHECK
DUK2632,11.8496,Steve Manufacturing,DUKE/HOKE NEEDLE VALVE SEAT KT
DUK2805,4.3676,Steve Manufacturing,DUKE TEST KIT NDL VALVE STEM
C S1407,0.9646,Steve Manufacturing,C SIZE BATTERY
GAU8813,8.46,Steve Manufacturing,GAUGE LAB LABOR
GAU2681,42.3,Steve Manufacturing,GAUGE LAB LABOR
1/80966,13.46,Steve Manufacturing,"1/8"" BACK MOUNT PRESS GAUGE"
1/89217,2.48,Steve Manufacturing,"1/8"" BOTTOM MOUNT PRESS GAUGE"
1/46096,0.8496,Steve Manufacturing,"1/4""LEVER HANDLE TEST COCK"
MID2933,2.2576,Steve Manufacturing,MIDWEST 830 ELBOW MALE
MID6525,2.352,Steve Manufacturing,MIDWEST TUBING (FT)
MID1423,1.9712,Steve Manufacturing,MIDWEST UNION TEE
MID9782,0.414,Steve Manufacturing,MIDW 830 BLEED TUBE CLEAR (FT)
MID2164,3.9447,Steve Manufacturing,MIDWEST TEE
MID5302,2.1758,Steve Manufacturing,MIDWEST LENS GASKET
MID7264,0.1292,Steve Manufacturing,MIDWEST LENS
MID2334,0.36,Steve Manufacturing,MIDW 830/844 HI POINTER STOP
MID7719,48.6735,Steve Manufacturing,MIDWEST 830 BRACKET
MID1596,0.462,Steve Manufacturing,MIDW 844B DIAL CHAMB MNTG SCRW
MID0946,1.3952,Steve Manufacturing,MIDWEST 845 MANIFOLD BOLT
MID4261,0.1136,Steve Manufacturing,MIDWEST 845 MANIFOLD WASHER
MID2777,0.0966,Steve Manufacturing,MIDWEST 830 BRACKET MTG SCREW
MID4911,0.204,Steve Manufacturing,MIDW 830/844/845 .030 SHIM
MID0606,0.466,Steve Manufacturing,MIDW 830/844/845 .016 SHIM
MID0222,0.213,Steve Manufacturing,MIDWEST HANDSTAFF SPACERS
MID4837,0.127,Steve Manufacturing,MIDWEST EXTRA THIN SHIM
MID5471,10.9416,Steve Manufacturing,MIDWEST 830 SUPPORT BRACKET
MID6841,0.36,Steve Manufacturing,MIDWEST NEEDLE VALVE O'RING
MID9744,2.522,Steve Manufacturing,MIDWEST 830 TRIM SPRING
MID7856,0.1577,Steve Manufacturing,MIDW 830/844/845 FILTER ELEM
MID1677,0.167,Steve Manufacturing,MIDW 830 HEX JAM NUT-NEW MOLD
MID1282,83.997,Steve Manufacturing,MIDWEST 830 CASE
MID9428,0.008,Steve Manufacturing,MIDWEST NEEDLE VALVE STEM O'RG
MID5486,0.5859,Steve Manufacturing,MIDWEST 830/844 DIAL BUSHING
MID9354,0.33,Steve Manufacturing,MIDW 844 BYPASS MANIF O'RING
MID9656,0.399,Steve Manufacturing,MIDW 830/844/845 FILT O'RING
MID6318,4.3413,Steve Manufacturing,MIDWEST HAND STAFF ASSY
MID4962,92.112,Steve Manufacturing,MIDWEST NEEDLE VALVE
MID4227,10.8564,Steve Manufacturing,MIDWEST PLUG VALVE
MID8181,17.7268,Steve Manufacturing,MIDWEST TEE
MID6751,30.8424,Steve Manufacturing,MIDWEST 844 TEST KIT CASE
MID4095,0.1242,Steve Manufacturing,MIDWEST CASE FOAM
MID6053,0.0162,Steve Manufacturing,MIDWEST BEZEL SCREW
MID5657,0.9465,Steve Manufacturing,MIDWEST POINTER
MID5514,0.2805,Steve Manufacturing,MIDWEST DIAL SCREW
CON6037,0.0418,Steve Manufacturing,CONB CALIB ADJ SCREW
MID6811,2.211,Steve Manufacturing,MIDWEST NEEDLE VALVE STEM
MID8073,0.2576,Steve Manufacturing,MIDWEST 830 VALVE BONNET
MID4171,0.4635,Steve Manufacturing,MIDWEST TUBING NUT
MID6119,0.516,Steve Manufacturing,MIDWEST TUBING NUT SLEEVE
MID3863,12.6238,Steve Manufacturing,MIDWEST 830 TRIM SPRING
MID6972,3.2034,Steve Manufacturing,MIDWEST NDLE VALVE LKG NUT
MID2926,0.7293,Steve Manufacturing,MIDWEST 844 DIAL CHAMB GASKET
MID7013,0.4704,Steve Manufacturing,MIDWEST MOUNTING SCREW
MID9519,3.7994,Steve Manufacturing,MIDWEST 844/845 SHOULDER STRAP
MID2831,7.9593,Steve Manufacturing,MIDWEST 830 DIAPH STEM ASSY
MID6449,0.128,Steve Manufacturing,MIDWEST 830 BYPASS TUBE INSERT
MID6508,13.7054,Steve Manufacturing,MIDWEST NEEDLE VALVE
MID6408,6.1383,Steve Manufacturing,MIDWEST TEE
MID2902,0.0205,Steve Manufacturing,MIDWEST 845 DIAL SCREW
MID9337,0.0485,Steve Manufacturing,MIDWEST 844 WASHER
MID2675,1.1339,Steve Manufacturing,MIDWEST 844 BLEED PORT T CONN
MID3388,0.1323,Steve Manufacturing,MIDWEST TUBE FITTING
MID2104,0.2472,Steve Manufacturing,MIDWEST NEEDLE VALVE SEAT
MID7902,30.5312,Steve Manufacturing,MIDWEST 844P GUIDE ROD ASSY
MID6708,119.064,Steve Manufacturing,MIDWEST 844P MANIFOLD ASSY
MID4622,15.4245,Steve Manufacturing,MIDWEST 844B DIAPH STEM ASSY
CON2942,28.7216,Steve Manufacturing,CONB/WKNS DIAPH STEM ASSY 2A
MID0033,0.0038,Steve Manufacturing,MIDWEST 845 STRAP PLATE
MID9527,0.2425,Steve Manufacturing,MIDWEST DISHED NUT
MID6883,0.9752,Steve Manufacturing,MIDWEST 845 LONG BODY BOLT
MID5016,28.9896,Steve Manufacturing,MIDWEST 845 HI BODY ASSY
MID6504,1.4664,Steve Manufacturing,MIDWEST 845 LOW BODY ASSY
MID6923,16.5243,Steve Manufacturing,MIDWEST 845 DIAPH STEM ASSY
MID5029,0.0888,Steve Manufacturing,MIDWEST 845 MED BODY BOLT
MID1119,100.564,Steve Manufacturing,MIDWEST 845-5 MANIFOLD ASSY
MID1039,17.394,Steve Manufacturing,MIDWEST 830/845 DIAPH
MID1128,0.558,Steve Manufacturing,MIDWEST 845 SHORT BODY BOLT
MID8929,4.0368,Steve Manufacturing,MIDWEST ADAPTER FITTING
MID4606,0.046,Steve Manufacturing,MIDWEST 845 BIAS ADJ LOCK NUT
MID2281,0.094,Steve Manufacturing,MIDWEST FILTER O'RING
MID6988,13.4904,Steve Manufacturing,MIDWEST 845 DIAL ASSY 0-15PSID
MID9072,2.22,Steve Manufacturing,MIDWEST 830 DIAL CHAMB GASKET
MID9533,2.0025,Steve Manufacturing,MIDWEST 845 DIAL CHAMB GASKET
MID0246,32.8248,Steve Manufacturing,MIDWEST 845 TEST KIT CASE
MID6435,1.3067,Steve Manufacturing,MIDWEST 845 BIAS MAG SCREW ASY
MID0536,24.7848,Steve Manufacturing,MIDWEST 845-3 BYPASS MANIF ASY
MID9475,0.2275,Steve Manufacturing,MIDWEST CALIB VOID STICKER
MID1711,8.514,Steve Manufacturing,MIDWEST BLEED VALVE ASSY
MID4454,6.0858,Steve Manufacturing,MIDWEST 845 PRESS GAUGE FTG
MID1956,0.1392,Steve Manufacturing,MIDWEST 845-3/2 FTG ASSY LOW
MID2793,61.2744,Steve Manufacturing,MIDWEST 845-2/3 HI BODY ASSY
MID0266,0.199,Steve Manufacturing,MIDWEST 830 DIAL CHAMB SCREW
MID8375,3.724,Steve Manufacturing,MIDWEST 844/845 N V STEM ASSY
MID9872,27.3,Steve Manufacturing,MIDWEST 845-3 BODY ASSY LOW
MID6512,18.2664,Steve Manufacturing,MIDWEST 845 BLEED VALVE FTG
MID3269,12.8594,Steve Manufacturing,MIDW 830 MAIN BODY LO-UPR-NEW
MID9067,0.2813,Steve Manufacturing,MIDW 830 BR ADJ SCREW-NEW MOLD
MID1807,52.25,Steve Manufacturing,MIDW 830 MAIN BODY HIPR-LO-NEW
MID8238,8.1466,Steve Manufacturing,MIDW 830 0-15PSID DIAL FACE
MID1724,0.748,Steve Manufacturing,MIDWEST BEZEL
MID5351,3.1707,Steve Manufacturing,MIDWEST 830/845 LENS O'RING
MID4328,0.432,Steve Manufacturing,MIDW 830/845 DIAL CHAMB UPBUSH
MID2422,8.0311,Steve Manufacturing,MIDW 830 DIAL CHAMB ASSY-NEW
MID5695,0.1625,Steve Manufacturing,MIDWEST 845 DIAL CHAMBER
MID8744,51.996,Steve Manufacturing,MIDWEST 845-5 MANIFOLD
MID0856,2.1516,Steve Manufacturing,MIDWEST 830/845 MAIN SPG 408WC
MID0006,14.5512,Steve Manufacturing,MIDWEST 845 FASTNER SET
MID9446,7.2836,Steve Manufacturing,MIDWEST 845-5 BLEED FTG ASSY
MDW9665,35.7436,Steve Manufacturing,MDWST 835CASE CONVERSION HDWRE
MDW3536,8.9559,Steve Manufacturing,MDWST 845 NON-POT CONV KIT NEW
MDW8646,45.2546,Steve Manufacturing,MDWST 845 NON-POT CONV KIT OLD
MID6433,93.96,Steve Manufacturing,MIDWEST 830 REPLACEMENT HEAD
WKN2383,12.7104,Steve Manufacturing,WKNS 830-0005 0-15 PSID DIAL
WAT4972,223.314,Steve Manufacturing,WATTS TK9A HEAD ASSY
WAT5449,5.5664,Steve Manufacturing,WATTS TK99E LENS RETAIN RING
WAT3985,11.97,Steve Manufacturing,WATTS POINTER
WAT4386,16.1469,Steve Manufacturing,WATTS SMALL KNOB - RED
WAT1336,5.2437,Steve Manufacturing,WATTS KNOB- YELLOW
WAT1584,16.3317,Steve Manufacturing,WATTS LONG KNOB - BLUE
WAT4838,18.685,Steve Manufacturing,WATTS PRESSURE GAUGE ASSY
WAT7705,5.4292,Steve Manufacturing,WATTS TK99E STEM O'RING
WAT6598,1.7542,Steve Manufacturing,WATTS 010 O'RING
WAT4027,0.672,Steve Manufacturing,WATTS OUTLET BODY
WAT4347,95.46,Steve Manufacturing,WATTS OUTLET BODY
WAT8618,1.08,Steve Manufacturing,WATTS INLET BODY
WAT9062,28.7742,Steve Manufacturing,WATTS INLET BODY
WAT8705,2.4892,Steve Manufacturing,WATTS LABEL - CAUTION
WAT6091,0.7742,Steve Manufacturing,WATTS LABEL- BLACK
WAT9395,3.1752,Steve Manufacturing,WATTS TEFLON SPLIT BACK UP RNG
WAT6395,5.2416,Steve Manufacturing,"WATTS TK9A LENS 4 1/2"""
WAT0737,8.092,Steve Manufacturing,"WATTS TK99E LENS 4 1/2"" LEXAN"
WAT4618,28.763,Steve Manufacturing,"WATTS 4.5"" A STYLE CASE"
WAT4695,32.76,Steve Manufacturing,WATTS TK9A 4.5 CASE
WAT5089,17.304,Steve Manufacturing,WATTS DIAPH MAG ASSY
WAT1368,6.86,Steve Manufacturing,WATTS DIAL
WAT0394,18.648,Steve Manufacturing,WATTS TK9A BEZEL
WAT8745,30.492,Steve Manufacturing,WATTS DIAPH MAG ASSY
WAT4705,5.9094,Steve Manufacturing,WATTS SPAN CONTROL ASSY
WAT8203,77,Steve Manufacturing,WATTS TK99E CASE ASSY
WAT7753,39.5087,Steve Manufacturing,WATTS BLEED VALVE ASSY
WAT7184,5.4516,Steve Manufacturing,WATTS TK99E CONTROL VALVE YELO
WAT3475,21.5754,Steve Manufacturing,WATTS TK99E CONTROL VALVE RED
WAT6801,19.5195,Steve Manufacturing,WATTS TK99E CONTROL VALVE BLUE
WAT7984,0.3626,Steve Manufacturing,WATTS TK99E CASE GASKET
WAT8389,2.5676,Steve Manufacturing,"WATTS TK99E LENS GASKET 4 1/2"""
WAT2503,9.891,Steve Manufacturing,WATTS CASE GASKET
WAT2566,0.6908,Steve Manufacturing,WATTS B3F-4055 SWITCH-OPEN
WAT4112,79.637,Steve Manufacturing,WATTS TK99D LCD DISPLAY
WAT5044,198.442,Steve Manufacturing,WATTS TK99D MAINBOARD ASSY
WAT1308,55.185,Steve Manufacturing,WATTS TK99D MANIFOLD
WAT2732,18.4437,Steve Manufacturing,WATTS KNOB
WAT7595,28.0581,Steve Manufacturing,WATTS VALVE STEM
WAT0947,8.7006,Steve Manufacturing,WATTS TK99D TRANSDUCER ASSY
WAT9998,0.1953,Steve Manufacturing,WATTS O'RING
WAT2492,0.2811,Steve Manufacturing,WATTS O'RING
WAT4025,14.2974,Steve Manufacturing,WATTS TRANSDUCER CLAMP
WAT4167,17.1288,Steve Manufacturing,WATTS TK99D MANIFOLD LABEL
WAT2548,11.9888,Steve Manufacturing,WATTS SCREEN
WAT4399,3.1752,Steve Manufacturing,WATTS TK99D KEY CAP BUTTONS
WAT6364,0.9373,Steve Manufacturing,WATTS WINDOW
WAT1167,26.2656,Steve Manufacturing,WATTS LABEL
WAT8817,6.21,Steve Manufacturing,WATTS TK99D SHOULDER STRAP
WAT1673,17.745,Steve Manufacturing,WATTS CASE GASKET
WAT9816,16.3707,Steve Manufacturing,WATTS BATTERY GASKET
WAT1212,13.5142,Steve Manufacturing,WATTS MANIFOLD GASKET
WAT2979,0.1104,Steve Manufacturing,WATTS TK99D HAND STRAP
WAT8395,4.4289,Steve Manufacturing,WATTS TK99D STRAP MOUNTS
WAT4818,9.936,Steve Manufacturing,WATTS TK99D NEG BATTERY CLIP
WAT1842,7.3392,Steve Manufacturing,WATTS TK99D POS BATTERY CLIP
WAT2303,0.0138,Steve Manufacturing,WATTS SCREW
WAT0017,0.468,Steve Manufacturing,WATTS BLUE CAPS
WAT1356,0.1665,Steve Manufacturing,WATTS SCREW
WAT6993,0.2757,Steve Manufacturing,WATTS SCREW
WAT5062,79.38,Steve Manufacturing,WATTS TK99D BOTTOM COVER ASSY
WAT0513,44.436,Steve Manufacturing,WATTS CASE TOP
WAT3486,13.5718,Steve Manufacturing,WATTS TK9A ELBOW
WAT6416,519.1,Steve Manufacturing,WATTS TK9A NEEDLE VALVE
WAT1951,29.28,Steve Manufacturing,WATTS TK9A HOSE SET (3)
WAT4347,256.434,Steve Manufacturing,WATTS TK99D CARRYING CASE
WAT7096,134.48,Steve Manufacturing,WATTS TK9A CARRYING CASE
WAT5834,26.3406,Steve Manufacturing,WATTS TK9A NIPPLE
WAT5878,0.646,Steve Manufacturing,WATTS TK9A STREET ELL
WAT6168,3.185,Steve Manufacturing,WATTS TK9A BRASS NUT W/ SLEEVE
WAT7456,6.3822,Steve Manufacturing,WATTS TK9A TUBE
WAT5247,24.5718,Steve Manufacturing,WATTS TK9A TEE
WAT4062,30.2743,Steve Manufacturing,WATTS TK9A MALE TUBE FTG
WAT1891,12.7818,Steve Manufacturing,WATTS TK9A COUPLING
HER7457,7.4032,Steve Manufacturing,"HERSEY FM/CT 2"" BUSHING"
HER2818,16.5737,Steve Manufacturing,"HERSEY FM/CT 2""CK SPINDLE"
HER3295,0.6354,Steve Manufacturing,"HERSEY FM/CT 2"" O'RING"
HER1176,0,Steve Manufacturing,"HERSEY 3"" FM/CT HINGE PIN BUSH"
HER2418,0,Steve Manufacturing,"HERSEY FM/CT 3"" CLAPPER BOLT"
HER3031,2.3088,Steve Manufacturing,"HERSEY FM/CT 3"" WASHER"
HER4585,3.3072,Steve Manufacturing,"HERSEY FM/CT 3""BUSHING"
HER7699,21.9114,Steve Manufacturing,"HERSEY FM/CT 3"" ROLLER"
HRS6561,9.7128,Steve Manufacturing,"HRSY CT/DC 3""SWG ARM RLR PIN"
HRS8074,0.45,Steve Manufacturing,"HRSY FM/CT 3"" RLR PIN CLIP"
HER0179,3.432,Steve Manufacturing,"HERSEY FM/CT 3"" CK SPINDLE"
HER4121,0.3864,Steve Manufacturing,"HERSEY FM/CT 3"" O'RING"
HER6247,0,Steve Manufacturing,"HERSEY FM/CT 3"" HINGE PIN BUSH"
HER7236,0,Steve Manufacturing,"HERSEY FM/CT 4""HINGE BUSH"
HRS8576,2.9568,Steve Manufacturing,"HRSY FM/CT 4"" SW ARM RLR WSHR"
HRS3128,0.2352,Steve Manufacturing,"HRSY FM/CT 4""RLR PIN CLIP"
HER1376,1.3266,Steve Manufacturing,"HERSEY FM/CT 4""CK SPINDLE"
HER6397,7.7364,Steve Manufacturing,"HERSEY FM/CT 8"" WASHER"
HER4825,60.1536,Steve Manufacturing,"HERSEY FM/CT 8"" BUSHING"
HER7432,25.3,Steve Manufacturing,"HERSEY FM/CT 8"" CK SPINDLE"
HER6735,13.5642,Steve Manufacturing,"HERSEY DC 8""ROLLER PIN CLIP"
HER9082,23.9316,Steve Manufacturing,"HERSEY FM/CT 10"" BUSHING"
HER0344,46.222,Steve Manufacturing,"HERSEY FM/CT 10"" CK SPINDLE"
HER3695,0.68816,Steve Manufacturing,"HERSEY FM/CT 2"" CLPR BLT NUT"
HER7949,0.0564,Steve Manufacturing,"HERSEY FM/CT 3"" CLPR BLT NUT"
HRS3263,28.6704,Steve Manufacturing,"HRSY FM/CT 8""CLPR BOLT NUT"
HER8508,0.40572,Steve Manufacturing,"HERSEY 3/4""MTR CPLNG GASKET"
LF 6153,0.0402,Steve Manufacturing,"LF METER COUPLING SET 1/2""-2"
LF 7229,0.0257,Steve Manufacturing,"LF METER COUPLING SET 1"" - 2"
LF 5896,34.688,Steve Manufacturing,"LF METER COUPLING SET 1 1/2""-2"
LF 4264,69.3198,Steve Manufacturing,"LF METER COUPLING SET 2"" - 2"
LF 1361,9.6725,Steve Manufacturing,"LF LONG MTR COUPLNG SET 3/4""-2"
LF 8559,22.77,Steve Manufacturing,"LF SHORT MTR COUPLNG SET 3/4""2"
LF 1879,62.0823,Steve Manufacturing,"LF METER FLANGE SET 1 1/2""-2"
LF 9389,73.134,Steve Manufacturing,"LF METER FLANGE SET 2"" -2"
MTR3773,4.4096,Steve Manufacturing,"MTR FLANGE GASKET SET 1 1/2""-2"
MET3937,3.756,Steve Manufacturing,"METER FLANGE GASKET SET 2"" -2"
HER1774,16.9235,Steve Manufacturing,"HERSEY 3""FM/CT HINGE PIN BUSH"
HER7883,4.9972,Steve Manufacturing,"HERSEY FM/CT 3""CLAPPER BOLT"
HER8191,7.0992,Steve Manufacturing,"HERSEY FM/CT 3""HINGE PIN BUSH"
HER9831,8.296,Steve Manufacturing,"HERSEY FM/CT 4""HINGE PIN BUSH"
ARB9766,37.5592,Steve Manufacturing,ARBITER BLEED OFF VALVE
1/88084,0.2154,Steve Manufacturing,"1/8"" TEST HOSE ADAPTER"
1/43888,0.4179,Steve Manufacturing,"1/4"" TEST HOSE ADAPTER"
1/20404,0.8607,Steve Manufacturing,"1/2"" TEST HOSE ADAPTER"
TES7485,0.1448,Steve Manufacturing,TEST FITTING CAP
TES7368,0.2948,Steve Manufacturing,TEST FITTING CAP FINGER TIGHT
TES5107,0.0372,Steve Manufacturing,TEST FITTING SAE CAP PLASTIC
TES5996,2.1543,Steve Manufacturing,TEST FTG SAE PLAS SLEEVE COVER
1/42745,1.3665,Steve Manufacturing,1/4 FLARE x 1/4 MIP ELL ADAPT
L A4579,12.397,Steve Manufacturing,L A COUNTY CHRISTMAS TREE FTGS
MAK7544,30.3282,Steve Manufacturing,MAKO BLUE HOSE W/FILTER
MAK0048,1.3013,Steve Manufacturing,MAKO HOSE FILTER SET (3)
MAK5568,0.092,Steve Manufacturing,"MAKO STRAP,HOOK & PIN"
MAK7763,40.836,Steve Manufacturing,MAKO RED HOSE W/FILTER
MAK0603,23.004,Steve Manufacturing,MAKO HOSE SET W/FILTERS (3)
MAK6642,5.5278,Steve Manufacturing,MAKO YELLOW HOSE W/FILTER
MAK8646,5.3256,Steve Manufacturing,MAKO HI&LO BLD VLV KNOB W/CLIP
MAK9287,12.1338,Steve Manufacturing,"MAKO HI,LO&BYPASS VLV KNOB W/C"
MAK3411,29.624,Steve Manufacturing,MAKO TEST KIT CARRYING CASE
MAK0437,1.12,Steve Manufacturing,MAKO SITE HOSE W/CLIP
MAK3747,6.321,Steve Manufacturing,MAKO NEEDLE VALVE STEM ASSY
ARB5491,44.361,Steve Manufacturing,ARBITER MAKO 2 VALVE TEST KIT
ARB7507,804.357,Steve Manufacturing,ARBITER MAKO 3 VALVE TEST KIT
ARB8355,437.751,Steve Manufacturing,ARBITER MAKO 5 VALVE TEST KIT
1/22143,1.1165,Steve Manufacturing,"1/2"" BRASS BUSHING"
3/40658,0.517,Steve Manufacturing,"3/4"" BRASS BUSHING"
BAR1685,787.64,Steve Manufacturing,BARTON  226 TEST GAUGE
BAR4458,1164.8,Steve Manufacturing,BARTON 226 2 VALVE TEST KIT
BAR1548,1717.7,Steve Manufacturing,BARTON 227 TEST GAUGE
BAR2613,1867.56,Steve Manufacturing,BARTON 246 TEST KIT
BAR6032,382.36,Steve Manufacturing,BARTON 247 TEST KIT
BAR2321,39.52,Steve Manufacturing,BARTON BLEED VALVE
BAR6502,8.316,Steve Manufacturing,BARTON MNFLD NDLE VALVE STEM
BAR1299,6.4736,Steve Manufacturing,BARTON MANIFOLD NDL VLV SEAT
HOS6818,1.1004,Steve Manufacturing,HOSE SEAL GASKETS
DUK2944,24.024,Steve Manufacturing,DUKE/BARTON 246 SPLASH GUARD
DUK0138,27.9048,Steve Manufacturing,DUKE/BARTON TORQ TUBE PROT BLK
DUK4624,2.5368,Steve Manufacturing,DUKE/WATTS PRNTR PAPER (1ROLL)
HEM1043,9.646,Steve Manufacturing,HEMPEL TEST TUBE
MID6497,27.429,Steve Manufacturing,MIDWEST 830 HOSE RED
MID2339,0.7884,Steve Manufacturing,MIDWEST 844/845 N V KNOB RED
MID4048,2.0412,Steve Manufacturing,MIDWEST 830 N V KNOB RED
MID8239,15.566,Steve Manufacturing,MIDWEST 844/845 HOSE RED
MID3974,28.3866,Steve Manufacturing,MIDWEST SHORT HOSE W/FTR-3
MID0195,78.869,Steve Manufacturing,"MIDW QUICK CONN SET1/4-3/4""(3)"
MID0449,6.0242,Steve Manufacturing,"MIDW QUICK CONN ADAPT 1/4""(3)"
MID7276,56.32,Steve Manufacturing,MIDWEST 830 REPL HOSE SET (3)
MID6445,26.924,Steve Manufacturing,MIDWEST 844/845 REPL HOSE SET3
MID2923,12.7534,Steve Manufacturing,"MIDW QUICK CONN ADAPT 1/2"" (3)"
MID6056,0.4508,Steve Manufacturing,"MIDW QUICK SWIVEL FTG 1/4"""
MID6863,111.89,Steve Manufacturing,"MIDW QUICK SWIVEL SET 1/4-3/4"""
MID8007,14.8419,Steve Manufacturing,MIDWEST TEST TUBE KIT-LDB
MID6905,1.7112,Steve Manufacturing,"MIDW 1/4""FLR QUIK CONN ELBOW-3"
MID3144,7.843,Steve Manufacturing,MIDWEST FL X FL TEST FTG ADAPT
MID0845,19.2584,Steve Manufacturing,MIDWEST 845 HOSE BLUE
MID4042,32.3266,Steve Manufacturing,MIDWEST 845 HOSE YELLOW
MID0621,35.67,Steve Manufacturing,MIDWEST 830 HOSE BLUE
MID3338,4.756,Steve Manufacturing,MIDWEST 830 HOSE YELLOW
MID7901,1.1745,Steve Manufacturing,MIDWEST 845 NV KNOB BLUE
MID0199,2.4084,Steve Manufacturing,MIDWEST 845 NV KNOB YELLOW
MID6454,0.2156,Steve Manufacturing,MIDWEST 830 N V KNOB BLUE
MID7844,2.45,Steve Manufacturing,MIDWEST 830 N V KNOB YELLOW
MID8347,20.1572,Steve Manufacturing,MIDWEST BACK PACK-TOOL CARRIER
MID3724,26.1096,Steve Manufacturing,MIDWEST BLEED OFF VALVE ASSY
MID3855,138.02,Steve Manufacturing,MIDWEST 830 TEST KIT
MID0808,894.187,Steve Manufacturing,MIDWEST 835 5 VALVE TEST KIT
