Date Printed :4/28/2022 7:43:14 PM										
										
Effective 28-APR-22                                         										
										
Note:Price amounts shown are in US$										
										
PriceList	Category	PartNbr	Part Description	Weight	LeadTime	ListPrice	NetPrice	ReplPartNbr	ReplPartDesc	OrderMultiple
AUTOPULSE Detection and Control Equipment	Alarm Devices	435884	"P2RK 2 wire horn/strobe, standard cd, outdoor"	1	Call	145	72.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438144	"P2RHK 2-wire horn/strobe, high cd, outdoor"	1	Call	161.5	80.75			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435749	"P4R 4-wire horn/strobe, standard cd"	1	Call	134	67			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438155	"P4RH 4-wire horn/strobe, high cd"	1	Call	136	68			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435886	"P4RK 4-wire horn/strobe, standard cd, outdoor"	1	Call	159.5	79.75			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435748	"PC2R 2-wire horn/strobe, standard cd"	1	Call	117.5	58.75			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435885	"PC2RK 2-wire horn/strobe, standard cd, outdoor"	1	Call	145	72.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438148	"PC2RHK 2-wire horn/strobe, high cd, outdoor"	1	Call	161.5	80.75			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435751	"SR Strobe, standard cd"	1	Call	93.25	46.63			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438157	"SRH Strobe, high cd"	1	Call	96	48			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438146	"SRK Strobe, standard cd, outdoor"	1	Call	111	55.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438147	"SRHK Strobe, high cd, outdoor"	1	Call	122	61			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435752	"SCR Strobe, standard cd"	1	Call	93.25	46.63			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438151	"SCRHK Strobe, high cd, outdoor"	1	Call	123	61.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	435753	HR Horn	0	Call	52.75	26.38			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438152	"HRK Horn, outdoor"	0	Call	82.75	41.38			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438068	"LENS-B Wall-mount lens attachment, blue"	1	Call	19	9.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438069	"LENS-R Wall-mount lens attachment, red"	1	Call	19.25	9.63			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438070	"LENS-G Wall-mount lens attachment, green"	1	Call	19	9.5			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438071	"LENS-A Wall-mount lens attachment, amber"	1	Call	19.25	9.63			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438073	"LENS-RC Ceiling-mount lens attachment, red"	1	Call	19.25	9.63			
AUTOPULSE Detection and Control Equipment	Alarm Devices	438162	"SA-WBBC Weatherproof back box, ceiling"	0.01	Call	36.25	18.13			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	435471	"Pull Station, AUTOPULSE, NBG-12LR"	1	Call	140.5	70.25			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	418990	SB-10 Surface Backbox	1	Call	32.5	16.25			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	428655	"Pull Station, Dual Action, SPST"	1	Call	103.5	51.75			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	428656	"Pull Station, Dual Action, DPST"	1	Call	145	72.5			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	428657	"Pull Station, Explosion Proof, Dual Action, DPDT"	5	Call	1125	562.5			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	428658	"Pull Station, *Addressable Ready, Dual Action, SPST (*FMM-101 not included)"	1	Call	125.5	62.75			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	428659	Weatherproof Backbox	1	Call	93.75	46.88			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	428660	Surface Mount Backbox	1	Call	34.5	17.25			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	471829	Backbox	1	Call	29.75	14.88			
AUTOPULSE Detection and Control Equipment	Pull Stations/Accessories	428661	"Break Rod for RPS-E2 Pull Station,2 in. L x1/4 in. Dia.,  Package of 12"	1	Call	26.25	13.13			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	418336	"Key (AUTOPULSE 442, IQ-301, IQ-396X, BGX-101L Pull Station)"	0.5	Call	17.75	8.88		"Key (BGX-101L Pull Station) (PCR 100, PCR 400 IP)"	Call
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	428654	Pull Station Labels	0.5	Call	16	8			
AUTOPULSE Detection and Control Equipment	Manual Pull Stations	428099	"Pull Station, Addressable (NBG12LX)"	1	Call	257	128.5			
AUTOPULSE Detection and Control Equipment	Accessory Switches	76494	"Switch, Abort, Surface Mount"	1	Call	222.5	111.25			
AUTOPULSE Detection and Control Equipment	Accessory Switches	76495	"Switch, Abort, Flush Mount"	1	Call	199	99.5			
AUTOPULSE Detection and Control Equipment	Accessory Switches	65956	"Switch, Abort, Explosion-Proof"	5	Call	774.5	387.25			
AUTOPULSE Detection and Control Equipment	Accessory Switches	76496	"Switch, Main/Reserve, Surface Mount"	1	Call	297	148.5			
AUTOPULSE Detection and Control Equipment	Accessory Switches	76497	"Switch, Main/Reserve, Flush Mount"	1	Call	283.5	141.75			
AUTOPULSE Detection and Control Equipment	Accessory Switches	76498	"Switch, Maintenance, Surface Mount"	2	Call	396	198			
AUTOPULSE Detection and Control Equipment	Accessory Switches	76499	"Switch, Maintenance, Flush Mount"	2	Call	381.5	190.75			
AUTOPULSE Detection and Control Equipment	Accessory Switches	76490	"Back Box, Single Gang, Surface Mount (for 76495, 76497, 24741, 24742)"	1	Call	58.75	29.38			
AUTOPULSE Detection and Control Equipment	Accessory Switches	436982	"Contact Block, Normally Open"	0.03	Call	16.25	8.13			
AUTOPULSE Detection and Control Equipment	Accessory Switches	436983	"Contact Block, Normally Closed"	0.03	Call	16.25	8.13			
AUTOPULSE Detection and Control Equipment	Service and Test Accessories	415730	"Smoke Detector Test Magnet, Hochiki"	0.5	Call	41.25	20.63			
AUTOPULSE Detection and Control Equipment	Service and Test Accessories	417675	"Smoke Detector Test Magnet, System Sensor, M02-04"	0.5	Call	16.25	8.13			
AUTOPULSE Detection and Control Equipment	Service and Test Accessories	405491	"Punk Stick, TSE-P-100, for TSE-A101"	0.5	Call	49	24.5			
AUTOPULSE Detection and Control Equipment	Service and Test Accessories	470426	"Test Tool, NSTT-A100 (SIJ-24, SLR-24)"	5	Call	360	180			
AUTOPULSE Detection and Control Equipment	Service and Test Accessories	442850	PRN-7 Printer	9.1	Call	3801	1900.5			
Replacement Parts/Detection and Control  Equipment	All	436863		0		1353	676.5		"Auxiliary Power Supply, APS2-6R (6 amp, 120 V)"	Call
Replacement Parts/Detection and Control  Equipment	All	436864		0		1327	663.5		"Auxiliary Power Supply, APS2-6RE (6 amp, 220 V)"	Call
Replacement Parts/Detection and Control  Equipment	All	417886		0					Control Board 120 VAC (8th Edition) (PCR 100)	Call
Replacement Parts/Detection and Control  Equipment	All	417471		0		790.5	395.25		"Module, RTM-8, Relay/Transmitter,  8 Form C Relay Contacts (PCR 400 IP)"	Call
Replacement Parts/Detection and Control  Equipment	All	417881		0					"Module, 4XZM, Zone Relay"	Call
Replacement Parts/Detection and Control  Equipment	AUTOPULSE 542 Accessories	418334	EOL Resistor 4.7 K ohm (PCR 100)	0.1	Call	22.5	11.25		EOL Resistor 4.7 K ohm (PCR 100)	Call
Replacement Parts/Detection and Control  Equipment	All	418340		0		25.25	12.63		EOL Resistor 47 K ohm (PCR 400 IP)	Call
Replacement Parts/Detection and Control  Equipment	All	418335		0		202.5	101.25		"Transformer Assembly, 120 VAC (PCR 100)"	Call
Replacement Parts/Detection and Control  Equipment	All	418337		0		86.75	43.38		"Battery Harness (PCR 100, PCR 400 IP)"	Call
Replacement Parts/Detection and Control  Equipment	Manual Pull Stations	418336	"Key (AUTOPULSE 442, IQ-301, IQ-396X, BGX-101L Pull Station)"	0.5	Call	17.75	8.88		"Key (BGX-101L Pull Station) (PCR 100, PCR 400 IP)"	Call
Replacement Parts/Kitchen One KS6000	All	430270		0		157	78.5		Valve Assembly	Call
Replacement Parts/Kitchen One KS6000	All	430924		0		8.7	4.35		Lever	Call
Replacement Parts/Kitchen One KS6000	All	430273		0		8.1	4.05		Handle	Call
Replacement Parts/Kitchen One KS6000	All	430115		0		2.47	1.23		Ring Pin	Call
Replacement Parts/Kitchen One KS6000	All	430250		0		1.59	0.8		Rivet	Call
Replacement Parts/Kitchen One KS6000	All	429536		0		14.75	7.38		Gauge	Call
Replacement Parts/Kitchen One KS6000	All	430274		0		9.65	4.83		Collar Nut	Call
Replacement Parts/Kitchen One KS6000	All	56909		0		0.76	0.38		Collar O-Ring	Call
Replacement Parts/Kitchen One KS6000	All	429099		0		5.25	2.63		Valve Stem	Call
Replacement Parts/Kitchen One KS6000	All	430004		0		3.15	1.57		Spring	Call
Replacement Parts/Kitchen One KS6000	All	429541		0		7.4	3.7		FillTube	Call
Replacement Parts/Kitchen One KS6000	All	427995		0		3.04	1.52		Belly Band	Call
Replacement Parts/Kitchen One KS6000	All	429544		0		0.69	0.35		Hose O-Ring	Call
Replacement Parts/Kitchen One KS6000	Brackets	451409	"Wall Hanger (K-Guard, Water, Kitchen One)"	0.1	Call	3.25	1.63		Wall Hanger	Call
Replacement Parts/Kitchen One KS6000	Brackets	422737		0		138.5	69.25		"Bracket, Heavy Duty, Fits Kitchen One, FE-09"	Call
Replacement Parts/Kitchen One KS6000	All	439495		0		49.25	24.63	1	KS-6100 Hose Assembly	Call
Replacement Parts/Kitchen One KS6000	All	439713		0		61.5	30.75	1	KS-6100 Tube Assembly	Call
